surgery,age,temp_of_extremities,peripheral_pulse,mucous_membrane,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,rectal_exam_feces,abdomen,abdomo_appearance,surgical_lesion,abdomo_protein,lesion_1,packed_cell_volume,total_protein,nasogastric_reflux_ph,rectal_temp,pulse,respiratory_rate,outcome
yes,adult,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,decreased,distend_small,clear,yes,2,2206,41,66,6.5,38.2,52,12,lived
no,adult,cool,normal,pale_pink,less_3_sec,alert,normal,none,none,more_1_liter,normal,normal,cloudy,no,2,0,37,56,5,38.7,54,12,euthanized
no,adult,cool,None,pale_pink,less_3_sec,extreme_pain,absent,moderate,slight,more_1_liter,absent,distend_large,serosanguious,no,2,0,55,55,2,37.5,60,16,euthanized
yes,adult,cool,reduced,normal_pink,less_3_sec,depressed,absent,none,slight,less_1_liter,absent,distend_small,clear,yes,2,2112,75,81,3,37.1,84,40,lived
yes,adult,cool,reduced,pale_pink,less_3_sec,mild_pain,absent,slight,slight,more_1_liter,absent,distend_small,serosanguious,yes,6.5,2205,33,6.2,6.5,38.4,76,16,died
yes,adult,normal,None,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,more_1_liter,None,None,cloudy,yes,1,2209,35,74,5,38.3,75,32,lived
yes,adult,cool,reduced,pale_pink,less_3_sec,severe_pain,absent,slight,slight,more_1_liter,None,distend_small,serosanguious,yes,2.6,2205,54,7.5,4.5,38.1,72,40,died
no,adult,normal,reduced,normal_pink,less_3_sec,depressed,hypomotile,none,slight,less_1_liter,absent,distend_large,cloudy,no,2.8,0,47,7.2,7,38.6,42,16,died
yes,adult,cool,reduced,pale_pink,less_3_sec,mild_pain,absent,severe,slight,none,absent,distend_large,clear,yes,2,3111,35,65,2,38.5,72,40,lived
no,adult,None,None,None,less_3_sec,None,hypomotile,None,slight,None,None,None,clear,no,2.6,2113,47,7.2,7.2,38.3,56,40,lived
no,adult,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,slight,None,none,decreased,firm,cloudy,yes,7.4,2207,52,8.2,6,38.1,108,12,euthanized
yes,adult,warm,reduced,normal_pink,less_3_sec,None,hypomotile,none,none,less_1_liter,decreased,distend_large,serosanguious,yes,6,31110,39,7,6.5,39,64,90,lived
no,adult,normal,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,severe,none,more_1_liter,absent,distend_large,clear,no,2,3111,43,53,1,38.5,52,30,lived
yes,adult,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,increased,firm,serosanguious,yes,3.6,2205,44,6.7,4.5,39.2,96,20,died
yes,adult,normal,normal,bright_red,less_3_sec,depressed,hypomotile,moderate,slight,none,normal,distend_small,serosanguious,yes,3.7,3205,45,7.4,5,38.2,114,20,lived
yes,adult,cool,normal,pale_pink,less_3_sec,extreme_pain,absent,slight,none,more_1_liter,absent,distend_small,serosanguious,yes,4.5,3205,33,6.5,6.5,38.6,80,32,lived
no,adult,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,less_1_liter,None,None,clear,yes,2,3111,36,60,7,38.5,48,16,euthanized
yes,adult,cold,reduced,dark_cyanotic,more_3_sec,depressed,absent,slight,None,more_1_liter,absent,distend_small,serosanguious,yes,3.4,2112,57,7.5,5.5,38.5,86,40,died
yes,adult,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,slight,more_1_liter,absent,distend_large,cloudy,yes,2,2205,47,7.5,5.4,38,120,40,lived
yes,adult,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,absent,moderate,significant,more_1_liter,absent,distend_large,serosanguious,yes,2,5400,65,13,2,37.3,72,30,euthanized
yes,adult,cool,reduced,pale_pink,more_3_sec,depressed,absent,moderate,slight,more_1_liter,None,distend_large,None,yes,2,2206,57,66,2,38.5,129,48,lived
yes,adult,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,absent,distend_small,serosanguious,yes,2.6,5400,74,7.5,5,38.4,108,12,died
yes,adult,cool,reduced,pale_cyanotic,less_3_sec,mild_pain,absent,slight,slight,more_1_liter,absent,distend_small,serosanguious,yes,4.7,2209,54,8.1,4.4,37.3,84,12,lived
yes,adult,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,significant,less_1_liter,absent,distend_large,serosanguious,yes,2.8,3111,45,6.9,2,38,36,16,lived
no,adult,cool,reduced,bright_red,more_3_sec,severe_pain,hypomotile,moderate,none,more_1_liter,None,None,serosanguious,yes,3.9,2206,58,7,2,39.4,112,36,euthanized
yes,adult,cool,normal,bright_pink,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,absent,distend_large,serosanguious,yes,3.6,3205,39,8.7,7,38.2,42,14,died
yes,adult,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,decreased,distend_small,clear,yes,5.4,2124,60,7.5,6.5,38.6,96,30,died
yes,young,cold,reduced,dark_cyanotic,more_3_sec,depressed,absent,severe,none,less_1_liter,decreased,None,serosanguious,yes,5.3,2208,48,7.2,5.5,39.1,164,84,died
no,young,None,None,None,less_3_sec,None,None,None,None,None,None,None,clear,yes,10,3111,30,5.7,5.5,38.2,72,24,died
yes,adult,cold,reduced,dark_cyanotic,more_3_sec,extreme_pain,absent,moderate,slight,more_1_liter,absent,distend_large,serosanguious,yes,4.1,3205,54,8.6,4.5,39,60,24,died
yes,adult,cold,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,slight,none,decreased,distend_large,serosanguious,yes,5.3,4205,69,6,3.5,39.3,120,90,died
yes,adult,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,significant,None,normal,None,clear,no,5,0,40,7,7,38,64,28,lived
yes,adult,cool,reduced,pale_pink,less_3_sec,mild_pain,absent,none,slight,less_1_liter,decreased,distend_large,clear,yes,2.6,0,45,6.4,6.2,38.3,88,12,lived
no,adult,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,more_1_liter,absent,distend_large,clear,yes,2.6,3111,43,5.3,5,38,48,16,lived
yes,adult,normal,reduced,bright_pink,less_3_sec,depressed,hypomotile,moderate,slight,none,decreased,distend_small,serosanguious,yes,3.4,2209,54,7.5,7,36.5,60,32,died
no,adult,normal,normal,normal_pink,less_3_sec,alert,hypomotile,none,none,less_1_liter,normal,normal,clear,no,7,0,49,8,5,37.7,48,16,lived
yes,adult,cool,normal,pale_pink,less_3_sec,None,absent,moderate,none,more_1_liter,None,None,serosanguious,yes,2,3111,51,65,2,37.8,60,12,lived
yes,adult,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,none,decreased,distend_small,cloudy,yes,2.8,2208,41,6.2,4.4,38.2,52,66,lived
no,adult,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,decreased,distend_large,clear,no,2,3111,41,51,2,38.3,48,12,lived
yes,adult,normal,None,pale_cyanotic,less_3_sec,depressed,absent,slight,slight,more_1_liter,absent,None,cloudy,yes,2,2208,45,70,2,37.3,60,32,lived
yes,adult,normal,reduced,pale_pink,less_3_sec,severe_pain,absent,none,slight,more_1_liter,increased,distend_large,clear,yes,3.7,5400,48,6.6,5.7,37.8,52,24,died
no,adult,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,less_1_liter,normal,distend_small,clear,no,5,3111,41,5.3,7,38.1,44,24,lived
yes,adult,cool,reduced,bright_red,more_3_sec,extreme_pain,absent,severe,none,less_1_liter,absent,distend_small,cloudy,yes,3.9,3205,65,7.6,4.5,38.8,86,40,died
yes,adult,normal,normal,bright_pink,less_3_sec,depressed,hypermotile,moderate,significant,none,None,distend_small,serosanguious,yes,4.5,2209,41,7.2,4.5,38.1,54,40,died
no,adult,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,significant,more_1_liter,absent,distend_large,clear,no,2.4,31110,40,7.5,1.5,37.5,48,40,lived
yes,adult,normal,normal,bright_red,less_3_sec,depressed,hypomotile,none,slight,less_1_liter,None,None,clear,no,2,8300,47,7.5,7,38.4,56,40,lived
yes,adult,warm,normal,normal_pink,less_3_sec,depressed,hypomotile,none,slight,less_1_liter,normal,distend_large,clear,yes,3.3,31110,36,7.5,5,38.1,64,90,lived
yes,young,cool,normal,dark_cyanotic,more_3_sec,depressed,absent,severe,slight,more_1_liter,None,None,serosanguious,yes,5.2,2300,48,7.6,5,39.4,164,84,died
yes,adult,normal,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,more_1_liter,normal,None,clear,yes,2,7111,37,56,2,38,48,24,lived
yes,adult,cool,reduced,bright_red,more_3_sec,extreme_pain,hypomotile,moderate,None,none,normal,None,serosanguious,yes,3.9,2209,52,7.2,3,38.3,96,68,died
yes,adult,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,none,none,decreased,distend_large,cloudy,yes,2,3205,42,64,2,38.3,45,40,lived
yes,adult,cool,reduced,None,None,extreme_pain,absent,moderate,none,more_1_liter,absent,distend_large,serosanguious,yes,2.3,3205,45,7.5,6,39.9,96,24,died
yes,adult,cool,normal,pale_cyanotic,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,decreased,distend_large,serosanguious,yes,2,2208,46,82,2,37.9,48,20,lived
yes,adult,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,decreased,distend_large,cloudy,yes,2.6,3205,41,7,3,38.5,60,16,lived
yes,adult,cool,normal,pale_cyanotic,less_3_sec,depressed,absent,moderate,none,more_1_liter,absent,distend_small,cloudy,no,2,2208,46,81,2,38.2,84,40,euthanized
yes,adult,normal,reduced,pale_pink,less_3_sec,depressed,absent,moderate,slight,more_1_liter,absent,distend_small,clear,yes,2,2206,42,71,2,38.2,96,42,lived
yes,adult,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,significant,none,absent,distend_large,serosanguious,yes,3.9,6111,47,6,4.3,36.1,136,96,lived
yes,young,cold,reduced,pale_pink,more_3_sec,depressed,absent,moderate,slight,less_1_liter,absent,distend_small,serosanguious,yes,3.4,2209,50,7.8,4.4,38.4,124,96,died
yes,adult,cool,normal,normal_pink,less_3_sec,severe_pain,normal,slight,significant,more_1_liter,decreased,None,cloudy,no,2,3111,37,75,2,38.2,36,16,euthanized
no,adult,normal,normal,normal_pink,less_3_sec,mild_pain,hypermotile,none,slight,less_1_liter,normal,None,clear,no,1,0,37,6.5,6.5,38.4,48,36,lived
yes,adult,cool,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,none,more_1_liter,absent,distend_small,clear,yes,2,2209,55,64,2,37.2,88,48,euthanized
yes,adult,normal,normal,pale_cyanotic,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,absent,distend_small,cloudy,yes,1.4,2209,23,6.4,6.5,37.8,40,12,lived
yes,adult,cold,reduced,pale_cyanotic,less_3_sec,extreme_pain,absent,moderate,None,none,absent,distend_large,serosanguious,yes,3.6,3205,60,6.5,4.5,37.4,96,28,died
yes,adult,warm,None,pale_pink,less_3_sec,alert,hypomotile,slight,none,more_1_liter,normal,distend_large,clear,no,2,2207,37,62,1,39.3,56,16,euthanized
no,adult,normal,normal,pale_cyanotic,more_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,normal,distend_small,cloudy,yes,2.9,4300,59,7.5,4.5,38,64,18,lived
yes,adult,None,reduced,normal_pink,less_3_sec,depressed,hypomotile,slight,significant,none,decreased,distend_large,serosanguious,no,1,3111,37,75,2,37.3,36,16,lived
no,adult,normal,normal,normal_pink,less_3_sec,depressed,normal,none,slight,less_1_liter,decreased,firm,cloudy,no,2.3,0,44,7.5,3,38.5,54,20,lived
no,adult,cool,reduced,pale_pink,less_3_sec,depressed,absent,slight,none,none,decreased,distend_small,serosanguious,no,5.2,5400,57,8.1,4.5,38,92,28,died
no,adult,normal,normal,bright_pink,less_3_sec,alert,hypermotile,none,slight,less_1_liter,normal,normal,cloudy,no,1.3,0,44,7.5,7,38.5,54,40,lived
yes,adult,cold,normal,pale_cyanotic,more_3_sec,depressed,absent,moderate,none,more_1_liter,decreased,distend_large,clear,yes,3.9,3209,43,6.4,5.5,38.1,112,9,died
yes,adult,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,none,slight,more_1_liter,decreased,distend_small,cloudy,yes,2,2208,42,71,2,38.2,52,24,lived
yes,adult,cool,normal,dark_cyanotic,less_3_sec,mild_pain,absent,moderate,none,less_1_liter,None,None,serosanguious,yes,2,2113,50,13,2,39.2,100,51,euthanized
no,adult,cold,absent,dark_cyanotic,more_3_sec,depressed,absent,severe,none,less_1_liter,None,distend_large,cloudy,no,2,4300,65,82,2,39.6,108,51,lived
yes,adult,cold,absent,dark_cyanotic,more_3_sec,depressed,absent,none,none,less_1_liter,None,distend_small,serosanguious,yes,2,2113,66,13,2,39.3,100,51,euthanized
yes,adult,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,moderate,slight,more_1_liter,absent,distend_small,serosanguious,yes,2.3,2208,54,7.2,4,38.2,66,24,died
no,adult,normal,reduced,bright_red,more_3_sec,depressed,absent,moderate,none,less_1_liter,absent,distend_small,serosanguious,yes,3.4,2208,68,5.7,7,38,108,36,died
yes,adult,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,slight,slight,none,decreased,distend_small,cloudy,yes,3.6,2209,35,6.5,3,36.1,50,50,died
yes,adult,cool,reduced,dark_cyanotic,less_3_sec,extreme_pain,absent,moderate,significant,more_1_liter,absent,distend_large,serosanguious,yes,2.6,5400,52,7,1.5,38.2,80,42,lived
no,adult,cool,reduced,normal_pink,less_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,decreased,normal,serosanguious,yes,2.5,8300,47,7.1,7,38.2,80,40,lived
yes,adult,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,increased,firm,cloudy,yes,1.6,3205,37,7.1,4.3,38.3,66,12,lived
yes,adult,cool,None,pale_pink,less_3_sec,mild_pain,absent,none,slight,less_1_liter,absent,distend_small,cloudy,yes,3.9,2208,40,6.7,2,38.4,42,12,lived
yes,adult,normal,normal,dark_cyanotic,more_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,absent,distend_small,None,yes,3.2,2208,72,6.6,5,37.1,84,48,died
no,adult,cool,reduced,bright_red,more_3_sec,severe_pain,absent,severe,significant,less_1_liter,normal,normal,serosanguious,yes,2.6,3124,52,8.1,4,39.3,88,24,euthanized
no,adult,normal,normal,pale_pink,less_3_sec,alert,hypermotile,slight,slight,more_1_liter,None,other,cloudy,no,5.3,0,41,8.6,7,37.5,48,16,lived
yes,adult,cool,reduced,bright_red,more_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,absent,distend_small,serosanguious,yes,3.4,2205,52,8,4.5,38.5,96,36,died
yes,adult,cool,normal,bright_pink,less_3_sec,depressed,hypermotile,none,slight,none,absent,distend_small,serosanguious,yes,4.1,7209,37,6.5,7,39,84,24,died
yes,adult,cool,reduced,pale_pink,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,absent,distend_large,serosanguious,yes,4.5,31110,57,6.1,4.5,37.8,86,30,lived
yes,adult,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,hypomotile,moderate,slight,none,absent,distend_large,serosanguious,yes,4.3,3205,65,7.1,4,39,120,28,died
yes,adult,warm,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,increased,distend_small,serosanguious,yes,5,2207,37,6.6,5.7,37.8,46,28,lived
yes,adult,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,none,slight,less_1_liter,absent,distend_large,clear,yes,3,31110,31.5,6.7,3,38.5,66,24,lived
yes,adult,cool,normal,pale_cyanotic,less_3_sec,extreme_pain,absent,none,slight,more_1_liter,normal,None,serosanguious,yes,4.5,5400,43,6.6,5.3,37.7,84,36,died
no,adult,cool,reduced,dark_cyanotic,less_3_sec,extreme_pain,hypomotile,moderate,None,less_1_liter,absent,None,serosanguious,yes,4.4,4205,60,6.8,4,38.5,136,48,died
yes,adult,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,hypomotile,slight,slight,none,normal,distend_small,cloudy,yes,3.6,2209,44,7.2,3,38.2,66,24,died
yes,adult,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,none,more_1_liter,absent,distend_large,clear,no,1,2124,43,51,2,38.1,66,12,lived
yes,adult,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,None,none,more_1_liter,None,distend_large,serosanguious,no,2,3205,55,64,2,39.3,88,48,euthanized
no,adult,normal,normal,normal_pink,less_3_sec,alert,hypomotile,slight,none,more_1_liter,decreased,None,clear,no,10.1,3111,49,9.1,5.5,38.7,48,24,lived
no,adult,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,moderate,slight,none,absent,distend_small,serosanguious,no,4.8,2208,57,6.5,5,40.3,114,36,lived
yes,adult,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,decreased,distend_small,clear,yes,2,2322,52,75,2,38,52,18,lived
no,adult,normal,normal,bright_pink,less_3_sec,alert,hypermotile,none,slight,less_1_liter,normal,normal,cloudy,no,7.4,0,49,9,7,38.4,54,40,lived
no,adult,normal,normal,normal_pink,less_3_sec,mild_pain,hypermotile,slight,significant,None,normal,normal,cloudy,no,1.6,0,44,7.3,7,38.6,44,16,lived
yes,young,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,slight,none,less_1_liter,absent,normal,serosanguious,no,3.9,1400,50,6,5.4,37.5,164,84,died
no,adult,normal,normal,bright_red,less_3_sec,depressed,hypomotile,slight,slight,none,normal,firm,cloudy,no,4.1,2124,54,7.5,7,38.1,52,24,lived
no,adult,normal,normal,normal_pink,more_3_sec,mild_pain,hypomotile,none,slight,less_1_liter,normal,firm,cloudy,yes,4.5,2205,32,6.6,7,36.6,52,16,lived
yes,adult,cool,reduced,bright_red,more_3_sec,severe_pain,hypomotile,moderate,slight,more_1_liter,absent,distend_large,serosanguious,yes,3.9,31110,48,6.5,4,37.7,96,28,lived
no,adult,normal,normal,pale_pink,less_3_sec,mild_pain,absent,severe,slight,more_1_liter,absent,distend_small,cloudy,no,2.6,2124,52,6.8,5,38,52,32,died
yes,adult,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,slight,slight,none,normal,distend_large,cloudy,yes,2.6,2112,54,7.5,7,38.1,52,24,died
no,adult,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,severe,none,more_1_liter,absent,distend_large,cloudy,yes,2,1400,67,51,2,37.1,72,24,euthanized
yes,adult,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,slight,none,decreased,distend_large,serosanguious,yes,3.6,3209,57,8.1,3,37.1,114,24,died
yes,young,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,none,less_1_liter,absent,normal,serosanguious,yes,5.3,2205,66,7.5,5,37.2,150,80,died
yes,adult,cool,reduced,dark_cyanotic,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,normal,None,serosanguious,yes,2,3207,57,8.9,4.5,37.8,114,36,died
no,adult,normal,normal,normal_pink,less_3_sec,alert,hypomotile,slight,slight,more_1_liter,absent,distend_large,clear,no,5.3,4205,49,6.2,5,38.4,48,32,lived
no,adult,None,None,pale_cyanotic,less_3_sec,None,None,None,None,more_1_liter,None,distend_small,serosanguious,no,2,2205,55,80,1,37.7,88,28,euthanized
yes,adult,warm,reduced,pale_pink,less_3_sec,alert,hypomotile,moderate,slight,less_1_liter,increased,normal,serosanguious,no,8,7111,54,6.3,7.5,38.4,56,80,lived
yes,young,cool,reduced,bright_red,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,decreased,distend_small,serosanguious,yes,3.4,5400,47,7.5,5.4,38.5,104,48,lived
yes,adult,normal,reduced,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,significant,none,None,None,cloudy,yes,2.6,2124,47,6.1,3,38.9,120,30,lived
no,adult,normal,normal,pale_pink,less_3_sec,alert,hypomotile,slight,slight,more_1_liter,normal,None,clear,no,5,0,42,6.6,5,38.6,48,16,lived
yes,adult,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,decreased,distend_large,clear,yes,5,3111,44,7,5.3,37.9,52,12,lived
yes,adult,cool,None,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,significant,none,absent,distend_small,cloudy,yes,3.4,2208,35,5.9,4,38.6,64,14,lived
yes,adult,cool,reduced,pale_pink,less_3_sec,severe_pain,hypomotile,none,slight,none,absent,normal,clear,yes,3,3115,36,6.6,3,37.8,66,12,lived
yes,adult,cool,reduced,bright_pink,less_3_sec,depressed,hypomotile,moderate,none,less_1_liter,decreased,distend_large,serosanguious,yes,4.3,7209,54,4,2,38.1,80,80,died
yes,adult,cool,reduced,bright_red,less_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,normal,distend_large,cloudy,yes,1,2205,53,71,2,38.1,52,88,lived
no,adult,cool,reduced,pale_pink,more_3_sec,depressed,hypomotile,moderate,None,more_1_liter,increased,None,clear,no,1,5400,57,62,2,37.6,52,16,lived
yes,adult,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,moderate,none,more_1_liter,absent,distend_large,serosanguious,yes,2,3205,57,85,2,39.3,164,84,euthanized
yes,adult,warm,normal,bright_pink,less_3_sec,mild_pain,hypomotile,none,slight,more_1_liter,increased,None,clear,yes,5.3,3025,41,6,5.3,37.1,60,12,lived
no,adult,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,normal,firm,clear,no,2.3,3111,47,7.2,5.5,38.5,52,24,lived
yes,adult,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,moderate,slight,more_1_liter,None,distend_small,serosanguious,yes,1,2208,66,60,1,38,104,30,euthanized
yes,adult,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,absent,moderate,significant,less_1_liter,absent,distend_small,clear,yes,4.7,3205,26,6.7,4.4,38.5,42,24,died
yes,adult,cool,normal,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,increased,distend_small,serosanguious,yes,2,5205,47,70,2,38.5,60,80,lived
